number,name,form,classification,type-1,type-2,ability-1,ability-2,ability-hidden,predecessors,successors,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,XD,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu!,Let's Go Eevee!,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
85,Dodrio,,,Normal,Flying,Run Away,Early Bird,Tangled Feet,84,,C,C,C,C,C,C,C,C,C,E,E,C,T,S,E,E,E,C,C,E,E,E,E,E,E,E,E,T,T,T,T,C,C,—,—,E,E,—,CD,CD
86,Seel,,,Water,,Thick Fat,Hydration,Ice Body,,87,C,C,C,C,C,C,C,T,T,C,C,T,T,S,C,T,B,C,C,C,C,C,C,FSB,FSB,C,C,T,T,C,C,C,C,—,—,C,T,—,CD,CD
87,Dewgong,,,Water,Ice,Thick Fat,Hydration,Ice Body,86,,C,C,C,C,E,E,E,T,T,C,C,T,T,E,C,T,C,C,C,C,C,C,C,FS,FS,C,C,T,T,E,E,C,C,—,—,C,T,—,CD,CD
88a,Grimer,Normal,,Poison,,Stench,Sticky Hold,Poison Touch,,89a,C,C,C,C,C,C,C,C,C,C,C,C,T,S,C,C,C,C,C,DW,DW,C,C,FSB,FSB,C,C,T,T,T,T,C,T,—,—,C,C,—,C,C
88b,Grimer,Alolan,,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,,89b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,R,T,—,—,—,—,—,CD,CD
89a,Muk,Normal,,Poison,,Stench,Sticky Hold,Poison Touch,88a,,C,C,C,C,C,C,C,E,E,E,C,E,T,E,E,E,E,C,C,DWE,DWE,C,C,FS,FS,E,E,T,T,T,T,C,T,—,—,E,E,—,C,C
89b,Muk,Alolan,,Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,88b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,T,—,—,—,—,—,CD,CD
90,Shellder,,,Water,,Shell Armor,Skill Link,Overcoat,,91,C,C,C,C,C,C,C,Ev,Ev,C,Ev,Ev,T,S,C,C,C,C,C,C,C,C,C,FSB,C,T,T,C,C,C,C,C,C,C,C,C,C,—,C,C
91,Cloyster,,,Water,Ice,Shell Armor,Skill Link,Overcoat,90,,E,E,E,E,E,E,E,EvE,EvE,E,EvE,EvE,T,E,E,E,E,E,E,C,C,C,C,FS,C,T,T,E,E,E,E,C,C,C,C,E,E,—,C,C
92,Gastly,,,Ghost,Poison,Levitate,,,,93,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,DW,C,DW,DW,B,B,EvB,EvB,C,C,C,C,C,C,C,C,C,C,C,C,C
93,Haunter,,,Ghost,Poison,Levitate,,,92,94,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,DWE,E,DWE,DWE,C,C,EvB,EvB,C,C,C,C,C,C,C,C,E,E,C,C,C
94,Gengar,,,Ghost,Poison,Cursed Body,,,93,,ET,ET,R,ET,ET,ET,ET,T,T,ET,ET,T,T,T,D,D,D,ET,ET,DWET,ET,DWET,DWET,ET,ET,Ev,Ev,C,C,C,C,ET,ET,C,C,ET,ET,C,C,C
95,Onix,,,Rock,Ground,Rock Head,Sturdy,Weak Armor,,208,C,C,C,C,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T,S,S,C,C,C,C,C,C,C,—,—
96,Drowzee,,,Psychic,,Insomnia,Forewarn,Inner Focus,,97,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,DW,DW,B,B,FS,FS,B,B,C,C,C,C,C,C,—,—,C,C,—,C,C
97,Hypno,,,Psychic,,Insomnia,Forewarn,Inner Focus,96,,C,C,C,E,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,DWE,DWE,S,S,FSE,FSE,C,C,C,C,C,C,E,E,—,—,E,E,—,C,C
98,Krabby,,,Water,,Hyper Cutter,Shell Armor,Sheer Force,,99,C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,C,C,C,C,FS,FS,C,C,T,T,T,T,C,C,C,C,C,C,—,—,—
99,Kingler,,,Water,,Hyper Cutter,Shell Armor,Sheer Force,98,,C,C,C,C,C,C,C,T,T,E,C,T,T,T,E,E,E,C,C,C,C,C,C,FSE,FSE,E,E,T,T,T,T,C,C,C,C,E,E,—,—,—
100a,Voltorb,Normal,,Electric,,Soundproof,Static,Aftermath,,101a,C,C,C,C,C,C,C,C,C,C,C,C,T,S,S,S,S,C,C,DW,DW,DW,DW,B,B,C,C,T,T,B,B,C,C,—,—,C,C,—,C,C
100b,Voltorb,Hisuian,,Electric,Grass,Soundproof,Static,Aftermath,,101b,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,EV,EV
101a,Electrode,Normal,,Electric,,Soundproof,Static,Aftermath,100a,,C,C,C,C,C,C,C,C,C,C,C,C,T,E,E,E,E,C,C,DWE,DWE,DWE,DWE,C,C,C,C,T,T,C,C,C,C,—,—,E,E,—,C,C
101b,Electrode,Hisuian,,Electric,Grass,Soundproof,Static,Aftermath,100b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,EVE,EVE
102,Exeggcute,,,Grass,Psychic,Chlorophyll,,Harvest,,"103a,103b",C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,S,S,DW,DW,C,C,T,T,C,C,C,C,C,C,CD,CD,S,S,—,CD,CD
103,Exeggutor,Normal,,Grass,Psychic,Chlorophyll,,Harvest,102,,E,E,E,E,E,E,E,T,T,E,E,T,T,S,E,E,E,E,E,E,E,DWE,DWE,E,E,T,T,T,T,E,E,C,C,CD,CD,E,E,—,CD,CD
103b,Exeggutor,Alolan,,Grass,Dragon,Frisk,Frisk,Harvest,102,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,R,R,RD,RD,—,—,—,CD,CD
104,Cubone,,,Ground,,Rock Head,Lightning Rod,Battle Armor,,"105a,105b",C,C,C,C,C,C,C,T,T,C,C,T,T,T,S,S,S,C,C,B,B,DW,DW,C,C,T,T,C,C,C,C,C,C,CD,CD,C,C,—,—,—
105a,Marowak,Normal,,Ground,,Rock Head,Lightning Rod,Battle Armor,104,,C,C,C,C,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,C,C,DWE,DWE,E,E,T,T,T,T,E,E,E,E,CD,CD,E,E,—,—,—
105b,Marowak,Alolan,,Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,104,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,R,E,R,R,RD,RD,—,—,—,—,—
106,Hitmonlee,,,Fighting,,Limber,Reckless,Unburden,236,,R,R,R,R,E,E,E,T,T,R,R,T,T,S,E,E,E,E,E,E,E,DWE,DWE,FSE,FSE,E,E,T,T,T,T,C,C,C,D,E,E,—,CD,CD
107,Hitmonchan,,,Fighting,,Keen Eye,Iron Fist,Inner Focus,236,,R,R,R,R,E,E,E,T,T,R,R,T,T,S,E,E,E,E,E,E,E,DWE,DWE,FSE,FSE,E,E,T,T,T,T,C,C,D,C,E,E,—,CD,CD
108,Lickitung,,,Normal,,Own Tempo,Oblivious,Cloud Nine,,463,R,R,C,C,C,C,C,T,T,R,R,T,T,S,S,S,C,C,C,C,C,C,C,C,C,T,T,T,T,C,C,C,C,CD,CD,C,C,C,—,—
109,Koffing,,,Poison,,Levitate,Neutralizing Gas,Stench,,"110a,110b",C,C,C,T,C,C,C,C,C,C,C,C,T,T,B,B,C,C,C,DW,DW,C,C,T,T,C,C,T,T,T,T,T,C,C,C,B,B,—,CD,CD
110a,Weezing,Normal,,Poison,,Levitate,Neutralizing Gas,Stench,109,,C,C,C,T,E,E,C,E,E,C,E,E,T,T,C,C,C,C,C,DWE,DWE,C,C,T,T,E,E,T,T,T,T,T,C,RD,RD,C,C,—,CD,CD
110b,Weezing,Galarian,,Poison,Fairy,Levitate,Neutralizing Gas,Misty Surge,109,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,TED,TED
111,Rhyhorn,,,Rock,Ground,Lightning Rod,Rock Head,Reckless,,112,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,DW,C,R,R,C,C,C,C,S,S,S,S,C,C,C,C,C,C,C,CD,CD
112,Rhydon,,,Rock,Ground,Lightning Rod,Rock Head,Reckless,111,464,C,C,C,C,R,R,C,E,E,E,E,E,T,S,C,C,C,C,C,DW,E,E,E,E,E,E,E,E,E,E,E,C,C,C,C,C,C,C,CD,CD
113,Chansey,,,Normal,,Natural Cure,Serene Grace,Healer,440,242,C,C,C,C,C,C,C,Ev,Ev,C,C,Ev,T,S,C,C,C,C,C,DW,E,E,E,FS,FS,E,E,C,C,C,C,C,C,CD,CD,C,C,C,C,C
114,Tangela,,,Grass,,Chlorophyll,Leaf Guard,Regenerator,,465,C,C,C,C,C,C,C,T,T,C,C,T,T,S,Ev,Ev,C,C,C,C,C,C,C,FS,FS,C,C,T,T,T,T,C,C,CD,CD,C,C,C,—,—
115,Kangaskhan,,,Normal,,Early Bird,Scrappy,Inner Focus,,,C,C,R,C,C,C,C,Ev,Ev,C,C,Ev,T,S,S,S,S,C,C,C,C,DW,DW,C,C,Ev,Ev,C,C,C,C,C,C,CD,CD,S,S,—,—,—
116,Horsea,,,Water,,Swift Swim,Sniper,Damp,,117,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,S,S,S,S,C,C,CD,CD,C,C,—,CD,CD
117,Seadra,,,Water,,Poison Point,Sniper,Damp,116,230,C,C,C,C,C,C,C,E,E,C,E,E,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,E,E,C,C,CD,CD,C,C,—,CD,CD
118,Goldeen,,,Water,,Swift Swim,Water Veil,Lightning Rod,,119,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,—
119,Seaking,,,Water,,Swift Swim,Water Veil,Lightning Rod,118,,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,—
120,Staryu,,,Water,,Illuminate,Natural Cure,Analytic,,121,C,C,C,C,C,C,C,C,C,Ev,C,C,T,T,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,CD,CD,C,C,—,—,—
121,Starmie,,,Water,Psychic,Illuminate,Natural Cure,Analytic,120,,E,E,E,E,E,E,E,E,E,EvE,E,E,T,S,E,E,E,E,E,C,C,C,C,C,T,E,E,C,C,C,C,C,C,CD,CD,E,E,—,—,—
122a,Mr.Mime,Normal,,Psychic,Fairy,Soundproof,Filter,Technician,439,,R,R,R,R,C,C,C,T,T,R,R,T,T,S,C,E,C,C,C,DW,DW,DW,S,C,C,T,T,T,T,C,C,C,C,R,R,C,C,C,—,—
122b,Mr.Mime,Galarian,,Ice,Psychic,Vital Spirit,Screen Cleaner,Ice Body,439,866,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,—,—
123,Scyther,,,Bug,Flying,Swarm,Technician,Steadfast,,"212,9",C,T,C,C,C,C,C,Ev,Ev,C,Ev,Ev,T,S,C,EvB,C,C,C,DW,DW,DW,DW,C,C,T,T,C,C,C,C,C,T,CD,CD,C,T,C,C,C
124,Jynx,,,Ice,Psychic,Oblivious,Forewarn,Dry Skin,238,,R,R,C,T,C,C,C,T,T,R,R,T,T,T,E,E,C,C,C,C,C,DRE,DRE,C,C,T,T,T,T,C,C,C,C,CD,CD,E,E,—,—,—
125,Electabuzz,,,Electric,,Static,,Vital Spirit,239,466,C,T,T,T,C,C,C,Ev,Ev,C,Ev,Ev,T,S,DE,DE,C,C,C,DWE,E,DWE,E,FS,FS,E,E,C,C,C,C,C,C,CD,CD,E,T,C,CD,CD
126,Magmar,,,Fire,,Flame Body,,Vital Spirit,240,467,T,C,T,T,C,C,C,Ev,Ev,Ev,C,Ev,T,S,DE,DE,C,C,C,DWE,E,E,DWE,FS,FS,E,E,C,C,C,C,C,C,CD,CD,T,E,C,CD,CD
127,Pinsir,,,Bug,,Hyper Cutter,Mold Breaker,Moxie,,,T,C,C,C,C,C,C,C,C,T,C,C,T,S,T,C,S,C,C,C,C,C,C,C,FS,C,C,C,C,C,C,T,C,CD,T,T,C,—,—,—
128a,Tauros,Normal,,Normal,,Intimidate,Anger Point,Sheer Force,,,C,C,R,C,C,C,C,Ev,Ev,C,C,Ev,T,S,C,C,C,C,C,DW,DW,DW,DW,C,C,T,T,C,C,C,C,C,C,CD,CD,C,C,—,CD,CD
128b,Tauros,Paldean Combat,,Fighting,,Intimidate,Anger Point,Cud Chew,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
128c,Tauros,Paldean Blaze,,Fighting,Fire,Intimidate,Anger Point,Cud Chew,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CC
128d,Tauros,Paldean Aqua,,Fighting,Water,Intimidate,Anger Point,Cud Chew,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,C
129,Magikarp,,,Water,,Swift Swim,,Rattled,,130,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,R,R,R,R,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
130,Gyarados,,,Water,Flying,Intimidate,,Moxie,129,,E,E,E,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,E,E,E,E,C,C,C,C,C,C,E,E,C,C,C,C,C,C,C,C,C
131,Lapras,,,Water,Ice,Water Absorb,Shell Armor,Hydration,,,R,R,R,R,C,C,C,T,T,C,C,T,T,S,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,C,C,C,C,C,C,—,CD,CD
132,Ditto,,,Normal,,Limber,,Imposter,,,C,C,C,C,C,C,C,T,T,C,C,C,T,T,C,C,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,C,C
133,Eevee,,,Normal,,Run Away,Adaptability,Anticipation,,"134,135,136,196,197,470,471,700",R,R,R,R,R,R,R,T,T,R,R,T,T,R,C,C,C,R,R,DW,DW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
134,Vaporeon,,,Water,,Water Absorb,,Hydration,133,,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,DWE,DWE,E,E,E,E,E,E,E,E,E,E,E,E,C,C,E,E,C,C,C
135,Jolteon,,,Electric,,Volt Absorb,,Quick Feet,133,,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,DWE,DWE,E,E,E,E,E,E,E,E,E,E,E,E,C,C,E,E,C,C,C
136,Flareon,,,Fire,,Flash Fire,,Guts,133,,E,E,E,E,E,E,E,T,T,E,E,T,T,E,E,E,E,E,E,DWE,DWE,E,E,E,E,E,E,E,E,E,E,E,E,C,C,E,E,C,C,C
137,Porygon,,,Normal,,Trace,Download,Analytic,,233,R,R,R,R,R,R,R,T,T,R,R,T,T,T,S,S,R,R,R,Ev,C,DR,DR,T,T,C,C,R,R,R,R,C,C,RD,RD,S,S,C,CD,CD
138,Omanyte,,,Rock,Water,Swift Swim,Shell Armor,Weak Armor,,139,R,R,R,R,Ev,Ev,Ev,T,T,R,R,T,T,T,R,R,R,R,T,R,R,R,R,T,R,T,R,T,T,R,R,R,R,CD,T,R,R,—,—,—
139,Omastar,,,Rock,Water,Swift Swim,Shell Armor,Weak Armor,138,,E,E,E,E,EvE,EvE,EvE,T,T,E,E,T,T,T,E,E,E,E,T,E,E,E,E,T,E,T,E,T,T,E,E,E,E,CD,T,E,E,—,—,—
140,Kabuto,,,Rock,Water,Swift Swim,Battle Armor,Weak Armor,,141,R,R,R,R,Ev,Ev,Ev,T,T,R,R,T,T,T,R,R,R,T,R,R,R,R,R,T,R,R,T,T,T,R,R,R,R,T,CD,R,R,—,—,—
141,Kabutops,,,Rock,Water,Swift Swim,Battle Armor,Weak Armor,140,,E,E,E,E,EvE,EvE,EvE,T,T,E,E,T,T,T,E,E,E,T,E,E,E,E,E,T,E,E,T,T,T,E,E,E,E,T,CD,E,E,—,—,—
142,Aerodactyl,,,Rock,Flying,Rock Head,Pressure,Unnerve,,,R,R,R,R,R,R,R,T,T,R,R,T,T,T,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,CD,CD,R,R,—,—,—
143,Snorlax,,,Normal,,Immunity,Thick Fat,Gluttony,446,,C,C,C,C,C,C,C,T,T,C,C,T,T,S,E,E,E,C,C,E,E,R,R,C,C,T,T,C,C,C,C,C,C,C,C,E,E,C,CD,CD
144a,Articuno,Normal,Legendary,Ice,Flying,Pressure,,Snow Cloak,,,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,C,C,Ev,Ev,T,T,C,C,C,C,DA,DA,T,C,—,CD,CD
144b,Articuno,Galarian,Legendary,Psychic,Flying,Competitive,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
145a,Zapdos,Normal,Legendary,Electric,Flying,Pressure,,Static,,,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,C,C,Ev,Ev,T,T,C,C,C,C,DA,DA,T,C,—,CD,CD
145b,Zapdos,Galarian,Legendary,Fighting,Flying,Defiant,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
146a,Moltres,Normal,Legendary,Fire,Flying,Pressure,,Flame Body,,,C,C,C,C,Ev,Ev,Ev,Ev,Ev,C,C,Ev,T,S,T,T,C,C,C,T,T,T,T,C,C,Ev,Ev,T,T,C,C,C,C,DA,DA,T,C,—,CD,CD
146b,Moltres,Galarian,Legendary,Dark,Flying,Berserk,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
147,Dratini,,,Dragon,,Shed Skin,,Marvel Scale,,148,C,C,C,C,C,C,C,EvB,EvB,C,C,EvB,T,T,C,C,C,C,C,C,C,C,C,C,C,EvB,EvB,C,C,C,C,C,C,CD,CD,C,C,—,C,C
148,Dragonair,,,Dragon,,Shed Skin,,Marvel Scale,147,149,E,E,R,C,C,C,C,EvB,EvB,C,C,EvB,T,T,C,C,C,C,C,C,C,C,C,C,C,EvB,EvB,C,C,C,C,C,C,CD,CD,E,E,—,C,C
149,Dragonite,,,Dragon,Flying,Inner Focus,,Multiscale,148,,E,E,E,E,E,E,E,Ev,Ev,E,E,Ev,T,S,E,E,E,E,E,C,C,C,C,E,E,Ev,Ev,C,C,C,C,C,C,CD,CD,E,E,—,C,C
150,Mewtwo,,Legendary,Psychic,,Pressure,,Unnerve,,,C,C,C,C,Ev,Ev,Ev,T,T,C,C,T,T,T,T,T,T,C,C,Ev,Ev,Ev,Ev,C,C,Ev,Ev,T,T,C,C,C,C,DA,DA,C,C,—,EV,EV
151,Mew,,Mythical,Psychic,,Synchronize,,,,,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,EV,T,T,Ev,Ev,Ev,Ev,Ev,T,T,T,T,Ev,Ev,Ev,Ev,Ev,Ev,T,T,Ev,Ev,Ev,Ev,CCR,CCR,—,Ev,Ev
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Chikorita,,,Grass,,Overgrow,,Leaf Guard,,153,—,—,—,—,R,R,R,Ev,Ev,Ev,Ev,CCR,T,R,T,T,T,R,R,T,T,T,T,Ev,Ev,R,R,S,S,T,T,—,—,—,—,C,C,—,CD,CD
153,Bayleef,,,Grass,,Overgrow,,Leaf Guard,152,153,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,CCE,S,E,T,T,T,E,E,T,T,T,T,EvE,EvE,E,E,E,E,T,T,—,—,—,—,E,E,—,ED,ED
154,Meganium,,,Grass,,Overgrow,,Leaf Guard,,,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,CCE,E,E,T,T,T,E,E,T,T,T,T,Ev,Ev,E,E,E,E,T,T,—,—,—,—,E,E,—,ED,ED
155,Cyndaquil,,,Fire,,Blaze,,Flash Fire,,156,—,—,—,—,R,R,R,Ev,Ev,Ev,Ev,CCR,T,R,T,T,T,R,R,T,T,T,T,Ev,Ev,R,R,S,S,T,T,—,—,—,—,C,C,C,CD,CD
156,Quilava,,,Fire,,Blaze,,Flash Fire,155,"157a,157b",—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,CCE,S,E,T,T,T,E,E,T,T,T,T,EvE,EvE,E,E,E,E,T,T,—,—,—,—,E,E,C,ED,ED
157a,Typhlosion,Normal,,Fire,,Blaze,,Flash Fire,156,,—,—,—,—,E,E,E,Ev,Ev,Ev,Ev,CCE,E,E,T,T,T,E,E,T,T,T,T,Ev,Ev,E,E,E,E,T,T,—,—,—,—,E,E,—,ED,ED
157b,Typhlosion,Hisuian,,Fire,Ghost,Blaze,,Frisk,156,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,EVTED,EVTED
158,Totodile,,,Water,,Torrent,,Sheer Force,,159,—,—,—,—,R,R,R,Ev,Ev,Ev,Ev,CCR,T,R,T,T,T,R,R,T,T,T,T,Ev,Ev,R,R,S,S,T,T,—,—,—,—,C,C,—,CD,CD
159,Croconaw,,,Water,,Torrent,,Sheer Force,158,160,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,CCE,S,E,T,T,T,E,E,T,T,T,T,EvE,EvE,E,E,E,E,T,T,—,—,—,—,E,E,—,ED,ED
160,Feraligatr,,,Water,,Torrent,,Sheer Force,159,,—,—,—,—,E,E,E,EvE,EvE,EvE,EvE,CCE,E,E,T,T,T,E,E,T,T,T,T,Ev,Ev,E,E,E,E,T,T,—,—,—,—,E,E,—,ED,ED
161,Sentret,,,Normal,,Run Away,Keen Eye,Frisk,,162,—,—,—,—,C,C,C,T,T,C,C,T,T,T,C,C,C,C,C,S,S,B,B,C,C,T,T,T,T,T,T,—,—,—,—,C,C,—,CD,CD
162,Furret,,,Normal,,Run Away,Keen Eye,Frisk,161,,—,—,—,—,C,C,C,T,T,E,E,T,S,T,E,E,E,C,C,E,E,S,S,E,E,T,T,T,T,T,T,—,—,—,—,C,C,—,CD,CD
163,Hoothoot,,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,,164,—,—,—,—,C,C,C,Ev,Ev,Ev,Ev,C,T,T,C,C,C,C,C,B,B,CCB,CCB,B,B,T,T,T,T,C,C,—,—,C,C,C,C,—,CD,CD
164,Noctowl,,,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,163,,—,—,—,—,C,C,C,EvE,EvE,EvE,EvE,E,S,T,C,C,C,C,C,C,C,CC,CC,C,C,T,T,T,T,C,C,—,—,C,C,C,C,—,CD,CD
165,Ledyba,,,Bug,Flying,Swarm,Early Bird,Rattled,,166,—,—,—,—,Ev,C,C,T,T,C,C,C,T,S,B,B,B,T,C,B,B,DW,B,C,C,T,T,C,C,C,C,—,—,—,—,B,B,—,—,—
166,Ledian,,,Bug,Flying,Swarm,Early Bird,Iron Fist,165,,—,—,—,—,EvE,C,C,T,T,E,E,E,S,E,C,C,C,T,C,C,C,DWE,S,E,E,T,T,C,C,C,C,—,—,—,—,C,C,—,—,—
167,Spinarak,,,Bug,Poison,Swarm,Insomnia,Sniper,,168,—,—,—,—,C,Ev,C,T,T,C,C,C,T,S,B,B,B,C,T,B,B,B,DW,B,B,B,B,C,C,C,C,—,—,—,—,B,B,—,CD,CD
168,Ariados,,,Bug,Poison,Swarm,Insomnia,Sniper,167,,—,—,—,—,C,EvE,C,T,T,E,E,E,S,E,C,C,C,C,T,C,C,S,DWE,C,C,C,C,C,C,C,C,—,—,—,—,C,C,—,CD,CD
169,Crobat,,,Poison,Flying,Inner Focus,,Infiltrator,42,,—,—,—,—,E,E,E,E,E,E,E,E,T,E,E,E,E,E,E,C,C,C,C,E,E,E,E,C,C,C,C,—,—,DD,DD,E,E,C,—,—
170,Chinchou,,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,,171,—,—,—,—,C,C,C,C,C,T,T,C,T,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,—,—,C,C,C,C,—,CD,CD
171,Lanturn,,,Water,Electric,Volt Absorb,Illuminate,Water Absorb,170,,—,—,—,—,C,C,C,E,E,T,T,E,T,T,C,C,E,C,C,C,C,C,C,C,C,C,C,E,E,C,C,—,—,C,C,C,C,—,CD,CD
172,Pichu,,,Electric,,Static,,Lightning Rod,,25,—,—,—,—,B,B,R,B,B,B,B,B,T,T,C,C,C,B,B,EvB,EvB,EvB,EvB,B,B,B,B,C,C,C,C,—,—,D,D,C,C,C,C,C
173,Cleffa,,,Fairy,,Cute Charm,Magic Guard,Friend Guard,,35,—,—,—,—,B,B,R,T,T,B,B,T,T,T,C,C,C,B,B,B,B,B,B,FSB,FSB,B,B,C,C,C,C,—,—,D,D,C,C,C,CD,CD
174,Igglybuff,,,Normal,Fairy,Cute Charm,Competitive,Friend Guard,,39,—,—,—,—,B,B,R,B,B,B,B,B,T,T,S,S,S,B,B,B,B,B,B,B,B,B,B,C,C,C,C,—,—,DD,DD,S,S,—,C,C
175,Togepi,,,Fairy,,Hustle,Serene Grace,Super Luck,,176,—,—,—,—,R,R,R,T,T,R,R,T,T,R,C,C,C,R,R,DW,C,R,R,FS,FS,R,R,B,B,T,T,—,—,C,C,C,C,C,—,—
176,Togetic,,,Fairy,Flying,Hustle,Serene Grace,Super Luck,175,468,—,—,—,—,E,E,E,T,T,E,E,T,S,E,E,E,E,E,E,DWE,E,E,E,FSE,FSE,E,E,B,B,T,T,—,—,C,C,E,E,C,—,—
177,Natu,,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,,178,—,—,—,—,C,C,C,C,C,C,C,C,T,S,S,S,S,C,C,DW,DW,S,S,FSB,FSB,B,B,T,T,C,C,—,—,C,C,C,C,—,—,—
178,Xatu,,,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,177,,—,—,—,—,E,E,R,C,C,E,E,C,T,E,E,E,E,R,R,DWE,DWE,E,E,FS,FS,C,C,T,T,C,C,—,—,C,C,E,E,—,—,—
